The list below shows every twentieth entry from the 100,000 word list (http://www.wordfrequency.info/100k.asp) that is
based on the 450 million word Corpus of Contemporary American English (COCA; http://corpus.byu.edu/coca).

These words are taken completely at random -- every twentieth word. No attempt has been made to "clean up" this particular list, 
beyond our regular correction efforts for all 100,000 words. While the list is not perfect, we would argue that it is much more 
accurate than any other 100,000 word list (see #4 at http://www.wordfrequency.info/100k_compare.asp).


This sample list shows just six pieces of information for each word (including the raw frequency in COCA* and the number of
texts in COCA that have the word#). The full list, on the other hand, includes more than 50 pieces of data, 
including the frequency  in other BYU corpora (http://corpus.byu.edu), such as BYU-BNC, COHA, and SOAP, as well as 
specific genres within these corpora, such as spoken, fiction, magazines, newspapers, and academic.



rank	freq*	texts#	word	lemma	PoS (part of speech; see http://ucrel.lancs.ac.uk/claws7tags.html)
13380	1739	687	warden	warden	nn1
13400	1733	1347	nightclub	nightclub	nn1
13420	1727	1603	unmistakable	unmistakable	jj
13440	1722	770	informants	informant	nn2
13460	1718	1463	divisive	divisive	jj
13480	1714	580	hospice	hospice	nn1
13500	1709	1417	sane	sane	jj
13520	1706	1333	cured	cure	vvn
13540	1702	1204	examinations	examination	nn2
13560	1697	1530	frustrations	frustration	nn2
13580	1695	1200	suppression	suppression	nn1
13600	1691	691	orientations	orientation	nn2
13620	1686	1045	jurisdictions	jurisdiction	nn2
13640	1680	1415	grassy	grassy	jj
13660	1676	1422	trusted	trusted	jj
13680	1672	861	suns	sun	nn2
13700	1668	1211	bloom	bloom	nn1
13720	1663	1561	invaluable	invaluable	jj
13740	1660	1317	illusions	illusion	nn2
13760	1655	1429	highlight	highlight	nn1
13780	1653	763	forestry	forestry	nn1
13800	1649	931	hydraulic	hydraulic	jj
13820	1644	1497	unfairly	unfairly	rr
13840	1639	1471	mimic	mimic	vv0
13860	1635	1509	detailing	detail	vvg
13880	1632	1414	betrayed	betray	vvn
13900	1627	1528	muster	muster	vv0
13920	1624	1332	handmade	handmade	jj
13940	1620	1537	breathtaking	breathtaking	jj
13960	1617	465	depressive	depressive	nn1
13980	1613	1337	preoccupation	preoccupation	nn1
14000	1610	1472	strewn	strew	vvn
14020	1607	1442	traces	trace	vvz
14040	1603	1015	predatory	predatory	jj
14060	1600	890	cactus	cactus	nn1
14080	1594	1482	nearing	near	vvg
14100	1591	1473	lofty	lofty	jj
14120	1588	1091	booster	booster	nn1
14140	1583	1089	decks	deck	nn2
14160	1578	1083	nominal	nominal	jj
14180	1574	1404	researched	research	vvn
14200	1572	954	coarsely	coarsely	rr
14220	1567	1448	ponder	ponder	vv0
14240	1564	1433	encompasses	encompass	vvz
14260	1561	1084	racist	racist	nn1
14280	1558	1201	measured	measured	jj
14300	1554	1364	deserted	desert	vvn
14320	1551	782	analog	analog	nn1
14340	1547	1431	time-consuming	time-consuming	jj
14360	1544	1284	bathrooms	bathroom	nn2
14380	1541	1275	narrowed	narrow	vvd
14400	1537	1384	humiliating	humiliating	jj
14420	1535	1038	disturbances	disturbance	nn2
14440	1532	1272	testifying	testify	vvg
14460	1529	1336	proceeds	proceed	vvz
14480	1526	1395	appealed	appeal	vvd
14500	1522	816	parchment	parchment	nn1
14520	1519	1404	admirable	admirable	jj
14540	1515	937	rents	rent	nn2
14560	1512	888	exposition	exposition	nn1
14580	1509	1326	endeavors	endeavor	nn2
14600	1506	1142	standoff	standoff	nn1
14620	1504	1017	mother-in-law	mother-in-law	nn1
14640	1500	1030	sociological	sociological	jj
14660	1496	1375	survives	survive	vvz
14680	1493	1395	awaits	await	vvz
14700	1490	1338	safest	safe	jjt
14720	1486	1305	lingered	linger	vvd
14740	1483	1005	yells	yell	vvz
14760	1479	879	micro	micro	nn1
14780	1475	543	ecumenical	ecumenical	jj
14800	1471	1326	best	best	vv0
14820	1469	1209	savior	savior	nn1
14840	1466	1076	individuality	individuality	nn1
14860	1462	1138	intrusive	intrusive	jj
14880	1458	1398	grueling	grueling	jj
14900	1455	1222	spiritually	spiritually	rr
14920	1452	1239	intervening	intervening	jj
14940	1449	1228	rotting	rotting	jj
14960	1446	1290	huddled	huddle	vvn
14980	1444	426	pandemic	pandemic	jj
15000	1440	1342	synonymous	synonymous	jj
15020	1437	1298	resolved	resolve	vvd
15040	1434	854	smuggling	smuggling	nn1
15060	1429	1256	infancy	infancy	nn1
15080	1426	920	trumpet	trumpet	nn1
15100	1423	662	prenatal	prenatal	jj
15120	1420	1245	stricken	stricken	jj
15140	1417	1077	dated	dated	jj
15160	1414	942	satire	satire	nn1
15180	1410	1169	reasoned	reason	vvd
15200	1406	1330	worthy	worthy	nn1
15220	1404	1011	durability	durability	nn1
15240	1400	1087	single	single	nn1
15260	1398	977	clove	clove	nn1
15280	1395	981	disco	disco	nn1
15300	1392	1091	sweets	sweet	nn2
15320	1389	975	puzzles	puzzle	nn2
15340	1386	1203	uncanny	uncanny	jj
15360	1384	922	discriminatory	discriminatory	jj
15380	1380	1149	tallest	tall	jjt
15400	1376	1183	whereabouts	whereabouts	nn2
15420	1374	878	tuesdays	tuesdays	nn2
15440	1371	711	disarmament	disarmament	nn1
15460	1368	1169	sweeps	sweep	vvz
15480	1365	1187	ripple	ripple	nn1
15500	1362	1036	infusion	infusion	nn1
15520	1360	949	chrome	chrome	nn1
15540	1357	1174	tandem	tandem	nn1
15560	1354	1141	bumper	bumper	jj
15580	1352	909	convertible	convertible	nn1
15600	1349	807	fencing	fencing	nn1
15620	1345	1127	tape	tape	vv0
15640	1342	1127	complement	complement	nn1
15660	1340	815	jockey	jockey	nn1
15680	1337	1220	flawless	flawless	jj
15700	1335	1165	seventy-five	seventy-five	mc
15720	1332	1169	distractions	distraction	nn2
15740	1329	1239	opposing	oppose	vvg
15760	1327	1066	speeds	speed	vvz
15780	1324	1191	zero	zero	vv0
15800	1322	1016	flickered	flicker	vvd
15820	1320	807	his/her	his/her	appge
15840	1317	1139	twenty-six	twenty-six	mc
15860	1314	1198	restoring	restore	vvg
15880	1312	569	mower	mower	nn1
15900	1307	1129	picturesque	picturesque	jj
15920	1304	858	woodland	woodland	nn1
15940	1301	1022	grit	grit	nn1
15960	1297	1143	sensibilities	sensibility	nn2
15980	1295	792	patriarch	patriarch	nn1
16000	1293	934	timeline	timeline	nn1
16020	1290	1216	acutely	acutely	rr
16040	1288	1170	negotiated	negotiate	vvd
16060	1285	1194	worrisome	worrisome	jj
16080	1283	1073	rounding	round	vvg
16100	1281	567	opium	opium	nn1
16120	1277	1126	validate	validate	vv0
16140	1275	1147	sacrificed	sacrifice	vvn
16160	1271	1173	instructive	instructive	jj
16180	1269	1163	contradict	contradict	vv0
16200	1267	836	impartial	impartial	jj
16220	1264	748	pigeon	pigeon	nn1
16240	1262	1142	coincide	coincide	vv0
16260	1259	1204	unravel	unravel	vv0
16280	1257	932	beneficiary	beneficiary	nn1
16300	1255	722	junior	junior	nn1
16320	1252	897	oppressed	oppressed	jj
16340	1250	863	instrumentation	instrumentation	nn1
16360	1248	584	warheads	warhead	nn2
16380	1245	1007	trophies	trophy	nn2
16400	1244	570	dagger	dagger	nn1
16420	1241	817	exits	exit	nn2
16440	1237	1186	punctuated	punctuate	vvn
16460	1234	1154	devised	devise	vvd
16480	1232	717	figurative	figurative	jj
16500	1228	1141	praising	praise	vvg
16520	1226	756	paddle	paddle	nn1
16540	1224	724	nuggets	nugget	nn2
16560	1221	1144	prized	prized	jj
16580	1219	941	filtered	filter	vvn
16600	1218	465	microbial	microbial	jj
16620	1215	1117	unimaginable	unimaginable	jj
16640	1213	1060	twenty-seven	twenty-seven	mc
16660	1210	1112	suspended	suspend	vvd
16680	1208	1034	solemnly	solemnly	rr
16700	1205	1061	desolate	desolate	jj
16720	1203	896	anti-american	anti-american	jj
16740	1200	695	keystone	keystone	nn1
16760	1196	1084	smashed	smash	vvn
16780	1194	908	markings	marking	nn2
16800	1191	1052	trusting	trusting	jj
16820	1189	976	disposed	dispose	vvn
16840	1186	1117	doubling	double	vvg
16860	1184	1046	rethinking	rethinking	nn1
16880	1182	558	cartilage	cartilage	nn1
16900	1180	920	brethren	brother	nn2
16920	1178	741	archival	archival	jj
16940	1176	825	shutters	shutter	nn2
16960	1174	749	walker	walker	nn1
16980	1172	510	nonverbal	nonverbal	jj
17000	1168	774	beginner	beginner	nn1
17020	1165	1045	patting	pat	vvg
17040	1162	1089	alike	alike	jj
17060	1160	1089	toured	tour	vvd
17080	1157	1077	swath	swath	nn1
17100	1156	781	plume	plume	nn1
17120	1154	627	whiteness	whiteness	nn1
17140	1151	424	piracy	piracy	nn1
17160	1148	1072	conceivably	conceivably	rr
17180	1146	931	kissed	kiss	vvn
17200	1144	605	algebra	algebra	nn1
17220	1141	823	jolly	jolly	jj
17240	1138	970	adversely	adversely	rr
17260	1135	788	faculties	faculty	nn2
17280	1133	766	generalizations	generalization	nn2
17300	1132	313	nitrate	nitrate	nn1
17320	1130	971	fluttered	flutter	vvd
17340	1128	1011	totaled	total	vvd
17360	1126	1052	watchful	watchful	jj
17380	1124	983	prelude	prelude	nn1
17400	1121	1079	originated	originate	vvd
17420	1119	964	cohesive	cohesive	jj
17440	1117	1076	heyday	heyday	nn1
17460	1115	768	piety	piety	nn1
17480	1113	608	veal	veal	nn1
17500	1109	1028	revived	revive	vvn
17520	1108	716	ferns	fern	nn2
17540	1105	1062	exhilarating	exhilarating	jj
17560	1103	985	inseparable	inseparable	jj
17580	1101	548	priesthood	priesthood	nn1
17600	1098	982	receding	recede	vvg
17620	1096	893	wad	wad	nn1
17640	1093	981	scorn	scorn	nn1
17660	1091	990	speculated	speculate	vvd
17680	1090	844	precedents	precedent	nn2
17700	1088	1030	heartfelt	heartfelt	jj
17720	1087	809	premier	premier	nn1
17740	1085	720	cracker	cracker	nn1
17760	1082	855	westward	westward	rr
17780	1080	902	grumbled	grumble	vvd
17800	1078	940	hasty	hasty	jj
17820	1075	957	high-pitched	high-pitched	jj
17840	1073	772	warm-up	warm-up	nn1
17860	1071	672	replication	replication	nn1
17880	1069	701	canvases	canvas	nn2
17900	1067	485	discursive	discursive	jj
17920	1065	940	accorded	accord	vvn
17940	1063	843	crunchy	crunchy	jj
17960	1061	847	doubling	doubling	nn1
17980	1059	1001	fondly	fondly	rr
18000	1058	620	diver	diver	nn1
18020	1056	879	best-seller	best-seller	nn1
18040	1055	726	bribery	bribery	nn1
18060	1053	969	dutifully	dutifully	rr
18080	1052	842	bosom	bosom	nn1
18100	1049	966	matched	match	vvd
18120	1047	1000	reserved	reserve	vvd
18140	1045	959	deepen	deepen	vv0
18160	1044	713	receptions	reception	nn2
18180	1042	703	cylinders	cylinder	nn2
18200	1040	717	immortality	immortality	nn1
18220	1038	802	minimally	minimally	rr
18240	1036	981	prevailed	prevail	vvn
18260	1034	946	stamina	stamina	nn1
18280	1033	567	naturalization	naturalization	nn1
18300	1031	870	sift	sift	vv0
18320	1030	274	somatic	somatic	jj
18340	1028	517	elm	elm	nn1
18360	1025	904	respite	respite	nn1
18380	1023	625	consensual	consensual	jj
18400	1021	789	waterways	waterway	nn2
18420	1019	897	deafening	deafening	jj
18440	1018	398	drugstores	drugstore	nn2
18460	1015	883	stirs	stir	vvz
18480	1013	478	omega	omega	nn1
18500	1010	931	weakest	weak	jjt
18520	1009	873	brace	brace	vv0
18540	1008	725	brackets	bracket	nn2
18560	1006	823	banned	banned	jj
18580	1004	927	notoriety	notoriety	nn1
18600	1002	873	chunky	chunky	jj
18620	1000	941	equate	equate	vv0
18640	999	360	religiosity	religiosity	nn1
18660	996	952	overshadowed	overshadow	vvn
18680	995	719	appetizers	appetizer	nn2
18700	992	422	cadet	cadet	nn1
18720	990	543	spade	spade	nn1
18740	988	759	dearest	dear	jjt
18760	986	741	bore	bore	nn1
18780	984	650	sheath	sheath	nn1
18800	982	772	editorials	editorial	nn2
18820	980	891	blinded	blind	vvn
18840	978	896	respects	respect	vvz
18860	976	770	fahrenheit	fahrenheit	nn1
18880	975	596	dame	dame	nn1
18900	973	630	tart	tart	jj
18920	970	848	vibe	vibe	nn1
18940	969	636	mandarin	mandarin	nn1
18960	967	740	pamphlets	pamphlet	nn2
18980	965	642	rhyme	rhyme	nn1
19000	963	727	compulsion	compulsion	nn1
19020	961	702	extracurricular	extracurricular	jj
19040	959	721	recruit	recruit	nn1
19060	957	724	expressly	expressly	rr
19080	955	774	microphones	microphone	nn2
19100	953	901	summed	sum	vvd
19120	952	816	diversify	diversify	vv0
19140	950	693	refrigerators	refrigerator	nn2
19160	948	770	swell	swell	nn1
19180	946	845	classy	classy	jj
19200	945	612	shaker	shaker	nn1
19220	943	862	limitless	limitless	jj
19240	942	790	homegrown	homegrown	jj
19260	940	867	relieved	relieve	vvd
19280	939	650	spacing	spacing	nn1
19300	937	878	swelled	swell	vvn
19320	935	759	embroidered	embroidered	jj
19340	933	885	stalled	stall	vvn
19360	932	649	stair	stair	nn1
19380	930	723	autographs	autograph	nn2
19400	928	784	vested	vested	jj
19420	927	481	marxism	marxism	nn1
19440	926	258	countess	countess	nn1
19460	924	580	knitting	knitting	nn1
19480	922	728	poisoned	poison	vvn
19500	921	556	manned	manned	jj
19520	919	513	vertigo	vertigo	nn1
19540	917	750	gutter	gutter	nn1
19560	915	548	supervisory	supervisory	jj
19580	914	587	coliseum	coliseum	nn1
19600	912	805	absurdity	absurdity	nn1
19620	910	817	stranded	strand	vvn
19640	909	595	paparazzi	paparazzi	nn2
19660	907	777	blackened	blackened	jj
19680	906	679	nexus	nexus	nn1
19700	905	459	mainline	mainline	jj
19720	903	756	fixes	fix	nn2
19740	901	776	inconclusive	inconclusive	jj
19760	900	724	widowed	widowed	jj
19780	898	827	exacerbate	exacerbate	vv0
19800	897	774	ascending	ascending	jj
19820	895	660	soot	soot	nn1
19840	893	773	warily	warily	rr
19860	891	791	facet	facet	nn1
19880	890	701	stacking	stacking	nn1
19900	888	808	coexist	coexist	vv0
19920	886	829	out	out	jj
19940	885	604	walkers	walker	nn2
19960	884	637	thunderstorms	thunderstorm	nn2
19980	882	794	distressing	distressing	jj
20000	881	496	ecclesiastical	ecclesiastical	jj
20020	879	537	inventors	inventor	nn2
20040	877	800	descending	descend	vvg
20060	875	828	heightened	heighten	vvn
20080	874	644	delete	delete	vv0
20100	873	283	decoys	decoy	nn2
20120	871	776	mechanically	mechanically	rr
20140	870	634	recorders	recorder	nn2
20160	868	816	hints	hint	vvz
20180	866	838	painstakingly	painstakingly	rr
20200	865	666	ratified	ratify	vvn
20220	864	426	syndicate	syndicate	nn1
20240	862	824	coined	coin	vvd
20260	861	536	rubric	rubric	nn1
20280	859	797	wishful	wishful	jj
20300	858	421	midwife	midwife	nn1
20320	855	750	maximizing	maximize	vvg
20340	854	573	globes	globe	nn2
20360	852	752	parched	parched	jj
20380	851	761	scaled	scale	vvn
20400	850	753	onlookers	onlooker	nn2
20420	849	628	sill	sill	nn1
20440	848	355	sacramental	sacramental	jj
20460	846	579	shelling	shelling	nn1
20480	844	782	foray	foray	nn1
20500	843	771	combed	comb	vvd
20520	842	572	hunts	hunt	nn2
20540	841	312	hectares	hectare	nn2
20560	838	779	afflicted	afflict	vvn
20580	837	548	terminally	terminally	rr
20600	835	687	trotted	trot	vvd
20620	833	770	bulging	bulging	jj
20640	831	798	tops	top	vvz
20660	830	705	clasped	clasp	vvd
20680	828	790	afterthought	afterthought	nn1
20700	827	382	ordination	ordination	nn1
20720	825	682	locks	lock	vvz
20740	824	501	enriched	enriched	jj
20760	822	709	fluke	fluke	nn1
20780	820	713	skim	skim	vv0
20800	819	235	issuers	issuer	nn2
20820	817	569	shyness	shyness	nn1
20840	815	747	pluck	pluck	vv0
20860	814	596	enigma	enigma	nn1
20880	813	571	differential	differential	nn1
20900	811	745	jutting	jut	vvg
20920	810	711	contest	contest	vv0
20940	809	568	harvests	harvest	nn2
20960	807	754	entrusted	entrust	vvn
20980	806	758	nonstop	nonstop	rr
21000	805	599	gunshots	gunshot	nn2
21020	804	528	parable	parable	nn1
21040	802	556	unskilled	unskilled	jj
21060	801	518	fraternal	fraternal	jj
21080	800	533	propane	propane	nn1
21100	799	457	secretariat	secretariat	nn1
21120	797	516	molestation	molestation	nn1
21140	795	758	inexplicably	inexplicably	rr
21160	794	668	tears	tear	vvz
21180	792	745	unequivocally	unequivocally	rr
21200	791	541	wrestler	wrestler	nn1
21220	789	733	evolves	evolve	vvz
21240	788	667	polled	poll	vvn
21260	787	469	memorials	memorial	nn2
21280	785	687	awards	award	vvz
21300	784	505	blight	blight	nn1
21320	782	547	law-enforcement	law-enforcement	nn1
21340	781	635	reinventing	reinvent	vvg
21360	780	712	yank	yank	vv0
21380	778	754	concluding	conclude	vvg
21400	777	572	lite	lite	jj
21420	776	535	alcove	alcove	nn1
21440	774	705	tripped	trip	vvd
21460	773	712	bruised	bruise	vvn
21480	772	686	thirty-one	thirty-one	mc
21500	771	632	filth	filth	nn1
21520	769	722	washington-based	washington-based	jj
21540	768	625	freaking	freak	vvg
21560	766	685	cried	cry	vvn
21580	765	529	bookcase	bookcase	nn1
21600	763	648	glided	glide	vvd
21620	762	390	hive	hive	nn1
21640	760	551	gauges	gauge	nn2
21660	758	705	tripled	triple	vvd
21680	757	524	swimsuit	swimsuit	nn1
21700	756	479	broiler	broiler	nn1
21720	754	688	messed	mess	vvn
21740	753	613	fortified	fortified	jj
21760	752	647	dignitaries	dignitary	nn2
21780	751	584	lockers	locker	nn2
21800	750	424	outback	outback	nn1
21820	749	396	pimp	pimp	nn1
21840	748	510	schoolhouse	schoolhouse	nn1
21860	747	453	puritan	puritan	nn1
21880	745	706	throes	throes	nn2
21900	744	679	buoyant	buoyant	jj
21920	743	701	smeared	smear	vvn
21940	742	488	redesign	redesign	nn1
21960	741	551	downloading	download	vvg
21980	739	680	veered	veer	vvd
22000	739	429	rappers	rapper	nn2
22020	738	330	universes	universe	nn2
22040	736	648	slack	slack	jj
22060	735	602	slash	slash	nn1
22080	734	604	toll-free	toll-free	jj
22100	733	623	milestones	milestone	nn2
22120	732	618	barbaric	barbaric	jj
22140	731	538	pizzas	pizza	nn2
22160	729	633	structurally	structurally	rr
22180	728	673	ill	ill	rr
22200	727	508	supplementary	supplementary	jj
22220	726	548	meek	meek	jj
22240	725	483	departmental	departmental	jj
22260	724	410	rabbis	rabbi	nn2
22280	723	537	circumference	circumference	nn1
22300	722	434	handlebar	handlebar	nn1
22320	720	703	bolstered	bolster	vvn
22340	719	667	tuned	tune	vvd
22360	718	659	tortured	tortured	jj
22380	717	639	twinkling	twinkle	vvg
22400	716	617	refresh	refresh	vv0
22420	715	439	fleece	fleece	nn1
22440	713	570	hatch	hatch	vv0
22460	712	489	whores	whore	nn2
22480	711	435	homelands	homeland	nn2
22500	710	279	confectioners	confectioner	nn2
22520	708	636	passersby	passerby	nn2
22540	707	621	distinguished	distinguish	vvd
22560	706	434	progressives	progressive	nn2
22580	704	685	inexorably	inexorably	rr
22600	703	637	minimized	minimize	vvn
22620	702	514	novelists	novelist	nn2
22640	701	366	vectors	vector	nn2
22660	699	634	swayed	sway	vvd
22680	698	544	spires	spire	nn2
22700	697	616	dispensing	dispense	vvg
22720	696	412	decentralization	decentralization	nn1
22740	695	486	miscarriage	miscarriage	nn1
22760	694	507	toothpick	toothpick	nn1
22780	693	485	self-consciousness	self-consciousness	nn1
22800	692	503	code	code	vv0
22820	691	340	cuttings	cutting	nn2
22840	690	464	latitudes	latitude	nn2
22860	688	653	outside	outside	nn1
22880	687	624	canceling	cancel	vvg
22900	686	644	unequivocal	unequivocal	jj
22920	685	639	swarmed	swarm	vvd
22940	684	395	lifes	life	nn2
22960	683	424	consulate	consulate	nn1
22980	681	646	presided	preside	vvn
23000	680	633	disingenuous	disingenuous	jj
23020	679	612	persistently	persistently	rr
23040	678	594	dove	dive	vvd
23060	677	345	stallion	stallion	nn1
23080	676	512	rockers	rocker	nn2
23100	674	611	swooped	swoop	vvd
23120	673	647	fret	fret	vv0
23140	673	177	amish	amish	nn1
23160	671	563	drunks	drunk	nn2
23180	670	471	speculators	speculator	nn2
23200	669	395	blackberries	blackberry	nn2
23220	668	279	convection	convection	nn1
23240	667	359	harbour	harbour	nn1
23260	666	481	universality	universality	nn1
23280	665	538	thorn	thorn	nn1
23300	664	501	freaks	freak	nn2
23320	662	609	evaluates	evaluate	vvz
23340	661	604	busting	bust	vvg
23360	660	638	dashed	dash	vvn
23380	659	606	oust	oust	vv0
23400	658	595	faceless	faceless	jj
23420	658	379	primate	primate	nn1
23440	656	600	cooled	cool	vvd
23460	655	616	trove	trove	nn1
23480	655	307	colt	colt	nn1
23500	654	544	valiant	valiant	jj
23520	653	465	trade-offs	trade-off	nn2
23540	652	419	temp	temp	nn1
23560	651	371	episodic	episodic	jj
23580	650	414	sculptors	sculptor	nn2
23600	648	624	wholeheartedly	wholeheartedly	rr
23620	648	481	harmonies	harmony	nn2
23640	646	625	dubbed	dub	vvd
23660	646	279	fresco	fresco	nn1
23680	645	411	derby	derby	nn1
23700	644	514	delegations	delegation	nn2
23720	643	574	stitched	stitch	vvn
23740	642	568	shred	shred	nn1
23760	641	546	blouses	blouse	nn2
23780	640	445	fucked	fuck	vvd
23800	639	436	punches	punch	vvz
23820	638	522	configured	configure	vvn
23840	637	460	ice-cream	ice-cream	nn1
23860	636	476	mandated	mandated	jj
23880	635	522	reset	reset	vv0
23900	634	441	blended	blended	jj
23920	633	569	sputtered	sputter	vvd
23940	632	606	unveiled	unveil	vvn
23960	632	382	disengagement	disengagement	nn1
23980	631	501	spasm	spasm	nn1
24000	630	486	shrugs	shrug	nn2
24020	629	352	canteen	canteen	nn1
24040	627	602	spotty	spotty	jj
24060	626	538	bluish	bluish	jj
24080	625	452	synergy	synergy	nn1
24100	624	546	original	original	nn1
24120	623	588	lashed	lash	vvd
24140	623	352	hypothermia	hypothermia	nn1
24160	622	460	yoke	yoke	nn1
24180	621	424	airfare	airfare	nn1
24200	620	267	sari	sari	nn1
24220	619	362	potentials	potential	nn2
24240	618	428	didactic	didactic	jj
24260	617	435	gale	gale	nn1
24280	616	439	humanistic	humanistic	jj
24300	615	382	impressionist	impressionist	jj
24320	614	420	broil	broil	vv0
24340	613	406	bipartisanship	bipartisanship	nn1
24360	612	409	synagogues	synagogue	nn2
24380	611	558	charmed	charm	vvn
24400	610	567	revolved	revolve	vvd
24420	609	578	treasured	treasured	jj
24440	609	338	plug-in	plug-in	jj
24460	607	564	mercifully	mercifully	rr
24480	606	544	sprinted	sprint	vvd
24500	605	543	vestiges	vestige	nn2
24520	604	553	fostered	foster	vvd
24540	603	554	velvety	velvety	jj
24560	602	556	wrong	wrong	nn1
24580	601	561	tacked	tack	vvn
24600	600	448	shoestring	shoestring	nn1
24620	599	504	piss	piss	nn1
24640	598	539	scolded	scold	vvd
24660	597	539	dazed	daze	vvn
24680	596	549	unbridled	unbridled	jj
24700	595	555	polished	polish	vvd
24720	594	491	horny	horny	jj
24740	593	360	slider	slider	nn1
24760	592	425	tomography	tomography	nn1
24780	591	523	heartache	heartache	nn1
24800	590	557	outlawed	outlaw	vvn
24820	589	560	hint	hint	vv0
24840	589	232	transistors	transistor	nn2
24860	588	465	dispatches	dispatch	nn2
24880	587	518	sprinting	sprint	vvg
24900	586	539	prohibited	prohibit	vvd
24920	585	539	breakfast	breakfast	vv0
24940	585	388	resale	resale	nn1
24960	583	544	flattered	flatter	vvn
24980	582	547	reestablish	reestablish	vv0
25000	582	271	whitetail	whitetail	nn1
25020	581	442	uptown	uptown	jj
25040	580	497	drowsy	drowsy	jj
25060	579	507	glut	glut	nn1
25080	578	510	hawking	hawk	vvg
25100	577	483	maniac	maniac	nn1
25120	576	520	infuse	infuse	vv0
25140	575	545	centuries-old	centuries-old	jj
25160	575	141	foodborne	foodborne	jj
25180	573	543	three-week	three-week	jj
25200	573	316	penicillin	penicillin	nn1
25220	572	264	medial	medial	jj
25240	571	412	liaisons	liaison	nn2
25260	570	220	synod	synod	nn1
25280	569	372	consul	consul	nn1
25300	568	436	martinis	martini	nn2
25320	567	517	routed	rout	vvn
25340	566	529	soaked	soak	vvd
25360	566	310	mormon	mormon	nn1
25380	565	432	refrigerated	refrigerated	jj
